time[s] cpu.0.freq[Mhz] cpu.0.recload cpu.0.load cpu.1.freq[Mhz] cpu.1.recload cpu.1.load cpu.2.freq[Mhz] cpu.2.recload cpu.2.load cpu.3.freq[Mhz] cpu.3.recload cpu.3.load max(freqs)[MHz] sum(recloads) max(recloads) sum(loads) max(loads)
3.600 2200 0.353 0.319 2200 0.302 0.257 2200 0.366 0.331 2200 0.371 0.312 2200 1.392 0.371 1.220 0.371
3.625 2200 0.353 0.319 2200 0.302 0.257 2200 0.360 0.326 2200 0.383 0.321 2200 1.398 0.383 1.224 0.383
3.650 2200 0.353 0.319 2200 0.302 0.257 2200 0.360 0.326 2200 0.396 0.330 2200 1.411 0.396 1.233 0.396
3.675 2200 0.353 0.319 2200 0.302 0.257 2200 0.360 0.326 2200 0.408 0.338 2200 1.423 0.408 1.242 0.408
3.700 2401 0.353 0.319 2401 0.302 0.257 2401 0.358 0.325 2401 0.421 0.347 2401 1.434 0.421 1.249 0.421
3.725 2401 0.353 0.319 2401 0.302 0.257 2401 0.352 0.321 2401 0.433 0.356 2401 1.440 0.433 1.254 0.433
3.750 2401 0.353 0.319 2401 0.302 0.257 2401 0.352 0.321 2401 0.446 0.365 2401 1.453 0.446 1.263 0.446
3.775 2401 0.356 0.321 2401 0.302 0.257 2401 0.352 0.321 2401 0.458 0.374 2401 1.468 0.458 1.274 0.458
3.800 2401 0.360 0.324 2401 0.299 0.255 2401 0.349 0.319 2401 0.471 0.383 2401 1.479 0.471 1.281 0.471
3.825 2401 0.360 0.324 2401 0.299 0.255 2401 0.349 0.319 2401 0.483 0.392 2401 1.491 0.483 1.290 0.483
3.850 2401 0.360 0.324 2401 0.299 0.255 2401 0.353 0.322 2401 0.496 0.400 2401 1.508 0.496 1.302 0.496
3.875 2401 0.356 0.321 2401 0.295 0.252 2401 0.361 0.327 2401 0.508 0.409 2401 1.521 0.508 1.310 0.508
3.900 2401 0.356 0.321 2401 0.299 0.255 2401 0.361 0.327 2401 0.517 0.415 2401 1.533 0.517 1.319 0.517
3.925 2401 0.356 0.321 2401 0.290 0.249 2401 0.361 0.327 2401 0.523 0.420 2401 1.530 0.523 1.317 0.523
3.950 2401 0.356 0.321 2401 0.290 0.249 2401 0.361 0.327 2401 0.535 0.428 2401 1.542 0.535 1.326 0.535
3.975 2200 0.360 0.324 2200 0.294 0.252 2200 0.361 0.327 2200 0.548 0.437 2200 1.563 0.548 1.341 0.548
